City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,callaway,30.153,-85.5699,9.96,69,0,3.09,US,1702352567
359,st. john's,47.5649,-52.7093,13.15,91,100,11.32,CA,1702352355
360,itapirapua,-15.8233,-50.6133,21.55,85,71,0.83,BR,1702352567
361,lorengau,-2.0226,147.2712,29.67,76,96,6.65,PG,1702352567
362,kharp,66.8014,65.8081,-21.64,97,100,1.95,RU,1702352568
363,pingshan,22.9938,114.7131,29.36,49,0,3.43,CN,1702352568
364,jesus maria,-30.9815,-64.0942,21.56,51,2,3.08,AR,1702352568
365,tafuna,-14.3358,-170.72,27.97,100,100,8.75,AS,1702352568
366,papao,-17.75,-149.55,28.82,80,83,11.56,PF,1702352569
367,swift current,50.2834,-107.8014,-9.55,79,75,4.12,CA,1702352553
368,utrik,11.2278,169.8474,27.06,75,59,9.28,MH,1702352569
369,lihue,21.9789,-159.3672,26.58,82,40,3.6,US,1702352368
370,indramayu,-6.3264,108.32,30.5,52,19,1.64,ID,1702352569
371,at taraf,25.3628,49.725,12.3,53,27,1.83,SA,1702352569
372,zhezqazghan,47.7833,67.7667,-28.68,69,20,7.0,KZ,1702352570
373,gdynia,54.5189,18.5319,4.77,94,75,0.51,PL,1702352570
374,ubon ratchathani,15.1667,105.1667,28.94,50,100,1.62,TH,1702352570
375,qoryooley,1.7878,44.53,25.61,85,48,3.55,SO,1702352570
376,guerrero negro,27.9769,-114.0611,18.16,59,100,4.11,MX,1702352570
377,acapulco de juarez,16.8634,-99.8901,26.9,83,100,1.03,MX,1702352530
378,severo-yeniseyskiy,60.3725,93.0408,-40.24,100,57,0.45,RU,1702352571
379,miyaly,48.8844,53.7836,-19.2,58,51,8.64,KZ,1702352571
380,puerto baquerizo moreno,-0.9,-89.6,24.03,87,44,3.8,EC,1702352571
381,turpan,42.9333,89.1667,2.48,48,84,0.77,CN,1702352571
382,nadi,-17.8,177.4167,31.0,45,40,8.75,FJ,1702352571
383,moyo,3.6609,31.7247,21.57,77,82,1.37,UG,1702352572
384,gereida,11.2811,25.1414,21.74,16,18,7.01,SD,1702352572
385,puerto leguizamo,-0.1934,-74.7819,23.45,94,94,0.58,CO,1702352572
386,tolanaro,-25.0319,46.9987,26.04,83,20,4.12,MG,1702352572
387,westport,41.1415,-73.3579,3.64,58,0,6.69,US,1702352546
388,mahina,-17.5065,-149.489,28.87,65,40,4.63,PF,1702352572
389,kriel,-26.2739,29.2253,12.67,84,12,1.84,ZA,1702352572
390,muroto-misakicho,33.2833,134.15,19.32,83,28,0.68,JP,1702352573
391,port saint john's,-31.6229,29.5448,20.61,86,54,2.28,ZA,1702352573
392,weno,7.4515,151.8468,25.97,94,100,4.12,FM,1702352573
393,honiara,-9.4333,159.95,29.78,65,100,2.04,SB,1702352573
394,quellon,-43.1167,-73.6167,7.8,90,98,2.62,CL,1702352573
395,ancud,-41.8697,-73.8203,9.54,86,90,3.72,CL,1702352574
396,sai buri,6.7013,101.6168,29.84,68,51,4.8,TH,1702352574
397,hammerfest,70.6634,23.6821,-1.75,100,100,3.09,NO,1702352574
398,parauna,-16.9478,-50.4486,21.32,86,25,1.8,BR,1702352574
399,horta,38.5333,-28.6333,13.34,79,4,2.68,PT,1702352574
400,fort-shevchenko,44.5086,50.263,-7.85,84,100,11.46,KZ,1702352575
401,teknaf,20.8624,92.3058,23.42,66,0,1.7,BD,1702352575
402,mangai,-4.05,19.5333,20.26,99,100,0.35,CD,1702352575
403,fada,9.5667,8.3,16.4,27,14,3.68,NG,1702352575
404,dhuusamarreeb,5.535,46.3861,23.35,78,51,6.01,SO,1702352575
405,pangody,65.85,74.4859,-26.77,91,100,5.84,RU,1702352575
406,tvoroyri,61.5556,-6.8111,7.19,72,99,4.61,FO,1702352576
407,kodinsk,58.6881,99.1844,-29.2,92,100,0.61,RU,1702352576
408,mhangura,-16.8939,30.1683,20.59,73,81,1.27,ZW,1702352576
409,joshimath,30.5667,79.5667,8.61,36,99,2.06,IN,1702352576
410,nueva imperial,-38.7333,-72.95,11.36,97,65,1.16,CL,1702352576
411,la rinconada,37.4873,-5.9826,12.99,94,99,0.13,ES,1702352577
412,dunedin,-45.8742,170.5036,11.0,71,96,7.6,NZ,1702352341
413,navrongo,10.8956,-1.0921,22.19,21,0,4.1,GH,1702352577
414,sirte,31.2089,16.5887,17.73,73,0,4.69,LY,1702352577
415,las vegas,36.175,-115.1372,11.2,26,0,2.57,US,1702352567
416,areia branca,-4.9561,-37.1369,24.68,78,24,6.05,BR,1702352577
417,yaren,-0.5472,166.916,29.05,76,41,5.24,NR,1702352577
418,quezon,7.7303,125.0989,31.09,53,98,2.36,PH,1702352577
419,talavera de la reina,39.9635,-4.8308,9.71,92,100,1.28,ES,1702352578
420,burang,30.25,81.1667,-8.78,52,4,2.97,CN,1702352578
421,horsham,51.064,-0.3272,12.14,88,75,1.54,GB,1702352251
422,pukchil-lodongjagu,40.2019,125.7483,-0.42,77,13,2.06,KP,1702352579
423,kuta,-8.7233,115.1723,30.97,66,20,5.36,ID,1702352579
424,carnarvon,-24.8667,113.6333,30.46,36,0,4.54,AU,1702352579
425,duayaw-nkwanta,7.1724,-2.1028,19.8,81,1,0.44,GH,1702352579
426,tenenkou,14.4572,-4.9169,20.81,18,0,4.4,ML,1702352579
427,persembe,41.0656,37.7714,12.68,93,100,0.29,TR,1702352580
428,capitan bado,-23.2667,-55.5333,20.79,86,5,3.74,PY,1702352580
429,gizo,-8.103,156.8419,28.28,74,94,4.45,SB,1702352580
430,lawton,34.6087,-98.3903,8.13,47,0,1.54,US,1702352581
431,zhangye,38.9342,100.4517,7.81,14,76,1.85,CN,1702352581
432,bardai,11.65,7.2333,12.44,41,0,4.65,NG,1702352582
433,manbij,36.5281,37.9549,9.78,96,3,3.29,SY,1702352582
434,kathu,7.9178,98.3332,30.39,69,84,3.86,TH,1702352582
435,la libertad,-2.2333,-80.9,23.81,88,75,6.69,EC,1702352582
436,punta arenas,-53.15,-70.9167,8.06,76,75,8.75,CL,1702352583
437,sanibel,26.449,-82.0223,15.0,65,100,2.68,US,1702352583
438,baykal'sk,51.5058,104.1469,-17.19,92,85,2.36,RU,1702352583
439,sovetskiy,61.3614,63.5842,-26.73,90,100,3.13,RU,1702352583
440,taulaga,-11.0553,-171.0883,28.37,81,100,8.44,AS,1702352584
441,chibougamau,49.9168,-74.3659,-11.21,79,100,5.14,CA,1702352584
442,sao joao da barra,-21.6403,-41.0511,22.75,95,99,1.19,BR,1702352584
443,nkhotakota,-12.9274,34.2961,25.81,75,96,3.08,MW,1702352584
444,ta`u,-14.2336,-169.5144,26.5,88,98,7.63,AS,1702352584
445,paragominas,-2.9667,-47.4833,23.82,80,72,1.21,BR,1702352584
446,wai,17.9333,73.9,23.52,53,13,2.21,IN,1702352585
447,sinabang,2.4803,96.3801,25.03,92,100,1.41,ID,1702352585
448,kerman,30.2832,57.0788,-1.08,37,0,2.06,IR,1702352583
449,boda,4.3189,17.4695,20.48,40,97,1.98,CF,1702352585
450,krasnovishersk,60.4078,57.082,-25.18,83,100,3.96,RU,1702352585
451,olinda,-8.0089,-34.8553,26.85,74,40,4.12,BR,1702352586
452,kearney,40.6995,-99.0815,3.51,65,0,2.57,US,1702352586
453,kagizman,40.1567,43.1342,3.15,95,95,1.14,TR,1702352586
454,yeppoon,-23.1333,150.7333,26.88,69,69,8.77,AU,1702352586
455,selfoss,63.9331,-20.9971,-6.09,91,22,2.35,IS,1702352586
456,kendari,-3.945,122.4989,29.84,72,99,0.82,ID,1702352587
457,margate,51.3813,1.3862,11.06,95,69,2.68,GB,1702352587
458,leongatha,-38.4833,145.95,31.53,41,89,3.35,AU,1702352587
459,bhamo,24.2667,97.2333,24.37,49,0,1.28,MM,1702352588
460,corinto,37.9407,22.9573,12.72,80,56,2.76,GR,1702352588
461,brookings,44.3114,-96.7984,-0.46,60,0,9.26,US,1702352588
462,hilton head island,32.2163,-80.7526,10.55,68,0,3.09,US,1702352588
463,kochani,41.9164,22.4128,5.03,83,100,0.85,MK,1702352489
464,holualoa,19.6228,-155.9522,24.91,88,75,3.09,US,1702352589
465,nguigmi,14.2495,13.1092,17.06,36,0,5.89,NE,1702352589
466,labuan,5.2767,115.2417,31.2,70,20,1.54,MY,1702352589
467,forbes,-33.3833,148.0167,36.07,18,95,2.81,AU,1702352589
468,port moresby,-9.4431,147.1797,32.68,55,75,5.14,PG,1702352495
469,leninskiy,54.2781,37.4558,-7.31,95,100,6.59,RU,1702352590
470,pailon,-17.65,-62.75,27.5,70,67,2.05,BO,1702352590
471,buka,40.8108,69.1986,-10.03,93,100,2.56,UZ,1702352590
472,kargasok,59.0556,80.8572,-28.91,93,51,3.13,RU,1702352591
473,bandon,51.7469,-8.7425,7.96,94,100,1.21,IE,1702352291
474,manamadurai,9.7,78.4833,28.39,75,98,6.39,IN,1702352591
475,tikamgarh,24.745,78.8333,19.6,43,0,1.89,IN,1702352592
476,makushino,55.2103,67.2442,-31.06,96,6,1.84,RU,1702352593
477,dakhla,23.6848,-15.958,19.31,41,0,5.25,EH,1702352593
478,chui,-33.6971,-53.4616,18.37,93,75,4.48,UY,1702352593
479,luderitz,-26.6481,15.1594,16.9,55,1,8.38,NA,1702352593
480,queenstown,-31.8976,26.8753,16.45,70,0,1.29,ZA,1702352593
481,diego de almagro,-26.3667,-70.05,17.83,45,6,0.18,CL,1702352488
482,kasongo-lunda,-6.4667,16.8167,21.27,99,100,0.45,CD,1702352594
483,angra do heroismo,38.65,-27.2167,13.34,86,20,0.89,PT,1702352594
484,paita,-5.0892,-81.1144,21.28,79,16,5.66,PE,1702352594
485,wenchang,30.904,118.4887,5.85,72,97,1.25,CN,1702352595
486,miles city,46.4083,-105.8406,-1.46,69,0,2.57,US,1702352583
487,port blair,11.6667,92.75,28.82,71,99,4.75,IN,1702352595
488,trashi yangtse,27.6116,91.498,13.67,46,37,2.61,BT,1702352595
489,ceeldheer,3.8488,47.1806,26.8,75,95,5.98,SO,1702352596
490,bauru,-22.3147,-49.0606,20.46,79,6,4.02,BR,1702352596
491,blenheim,-41.516,173.9528,11.96,67,92,1.79,NZ,1702352596
492,constantia,44.1833,28.65,0.39,80,84,3.51,RO,1702352596
493,usevia,-7.1,31.2333,19.6,97,100,0.96,TZ,1702352597
494,homa bay,-0.5273,34.4571,18.79,83,100,1.55,KE,1702352597
495,touros,-5.1989,-35.4608,26.08,76,19,5.7,BR,1702352597
496,balabac,7.9868,117.0645,29.19,72,7,7.27,PH,1702352597
497,cabo san lucas,22.8909,-109.9124,23.2,76,0,2.57,MX,1702352140
498,acarau,-2.8856,-40.12,26.08,79,9,5.84,BR,1702352598
499,ipora,-16.4419,-51.1178,20.88,85,53,0.27,BR,1702352598
500,algarrobo,10.1869,-74.5753,24.92,89,17,1.49,CO,1702352598
501,shimoda,34.6667,138.95,16.2,94,100,3.14,JP,1702352598
502,khorixas,-20.3667,14.9667,19.42,49,22,0.4,NA,1702352599
503,cherokee,34.2668,-84.4499,4.19,74,0,3.6,US,1702352557
504,salahonda,2.1019,-78.7217,26.15,88,26,4.2,CO,1702352599
505,point pedro,9.8167,80.2333,27.44,73,98,6.84,LK,1702352600
506,tucupita,9.0622,-62.051,22.92,99,42,1.31,VE,1702352600
507,arba minch,6.0333,37.55,19.45,71,98,1.34,ET,1702352600
508,urangan,-25.3,152.9,26.23,60,7,6.68,AU,1702352454
509,tarko-sale,64.9225,77.785,-26.92,86,100,5.36,RU,1702352600
510,katsuura,35.1333,140.3,15.01,93,100,6.83,JP,1702352601
511,itoman,26.1247,127.6694,22.43,92,75,8.23,JP,1702352601
512,ksar chellala,35.2122,2.3189,13.81,30,93,2.17,DZ,1702352601
513,sallisaw,35.4604,-94.7875,6.05,81,0,1.54,US,1702352399
514,tabou,4.423,-7.3528,26.14,81,9,1.2,CI,1702352602
515,iskitim,54.6366,83.3045,-28.4,91,20,4.71,RU,1702352602
516,yeed,4.55,43.0333,26.03,63,92,3.27,SO,1702352602
517,sangla hill,31.7167,73.3833,15.71,23,0,2.15,PK,1702352602
518,faya-largeau,17.9257,19.1043,16.73,47,0,10.58,TD,1702352602
519,san patricio,28.017,-97.5169,17.91,60,99,2.83,US,1702352603
520,ponta delgada,37.7333,-25.6667,13.4,82,20,4.12,PT,1702352603
521,anloga,5.7947,0.8973,27.8,74,2,2.67,GH,1702352603
522,balsas,-7.5325,-46.0356,23.57,92,62,1.44,BR,1702352603
523,withernsea,53.7311,0.0335,8.38,87,100,7.46,GB,1702352604
524,saint-philippe,-21.3585,55.7679,25.77,74,66,3.84,RE,1702352604
525,hede,33.7681,120.2517,6.51,62,87,4.33,CN,1702352604
526,quatre cocos,-20.2078,57.7625,26.72,67,86,4.3,MU,1702352605
527,pundong,-7.9522,110.3486,31.11,53,90,4.03,ID,1702352605
528,moundsville,39.9203,-80.7431,1.97,85,9,2.04,US,1702352605
529,da nang,16.0678,108.2208,26.99,74,40,3.6,VN,1702352522
530,murghob,38.1702,73.9667,-11.91,72,15,3.97,TJ,1702352606
531,kununurra,-15.7667,128.7333,35.99,38,58,3.6,AU,1702352606
532,zhangjiakou shi xuanhua qu,40.6103,115.0447,-2.76,79,45,2.07,CN,1702352606
533,luganville,-15.5333,167.1667,26.41,68,100,4.38,VU,1702352606
534,raduzhny,62.0961,77.475,-28.76,92,100,3.17,RU,1702352606
535,vung tau,10.346,107.0843,28.56,64,69,4.45,VN,1702352607
536,gazli,40.1333,63.45,-9.76,36,2,7.68,UZ,1702352607
537,whistler,50.1164,-122.9695,-0.8,95,100,1.38,CA,1702352608
538,rundu,-17.9333,19.7667,21.35,63,98,2.11,NA,1702352608
539,stephenville,32.2207,-98.2023,9.93,49,0,1.54,US,1702352609
540,dawson creek,55.7666,-120.2362,-3.2,63,0,1.54,CA,1702352365
541,aquiraz,-3.9014,-38.3911,29.46,81,31,4.64,BR,1702352610
542,nuuk,64.1835,-51.7216,1.34,93,100,20.06,GL,1702352610
543,nova vicosa,-17.8919,-39.3719,25.22,85,99,6.47,BR,1702352611
544,tulun,54.5611,100.5792,-30.51,95,32,0.12,RU,1702352611
545,bowling green,36.9903,-86.4436,-0.04,74,0,0.0,US,1702352612
546,saldanha,-33.0117,17.9442,16.03,76,62,9.64,ZA,1702352612
547,darwin,-12.4611,130.8418,36.14,74,75,3.6,AU,1702352404
548,christchurch,-43.5333,172.6333,13.01,82,100,2.57,NZ,1702352158
549,sao felix do xingu,-6.6447,-51.995,22.32,98,100,0.39,BR,1702352613
550,nieuw amsterdam,5.8833,-55.0833,26.12,91,32,3.37,SR,1702352613
551,ulladulla,-35.35,150.4667,25.63,62,69,4.19,AU,1702352613
552,kirakira,-10.4544,161.9205,28.07,81,100,1.69,SB,1702352614
553,ituverava,-20.3394,-47.7806,21.38,85,69,1.64,BR,1702352614
554,tayturka,52.8692,103.4608,-29.15,89,25,1.13,RU,1702352614
555,antsiranana,-12.2787,49.2917,25.42,78,40,5.14,MG,1702352615
556,alegre,-20.7636,-41.5331,21.74,97,92,1.13,BR,1702352615
557,giado,31.9582,12.0203,11.59,47,0,3.03,LY,1702352615
558,errachidia,31.9275,-4.4285,11.03,54,0,1.03,MA,1702352616
559,marrakesh,31.6315,-8.0083,13.04,67,0,1.03,MA,1702352616
560,santo domingo petapa,16.8181,-95.1403,17.35,85,96,5.65,MX,1702352616
561,oyon,-10.6681,-76.7731,10.69,85,100,1.1,PE,1702352616
562,ambon,-3.6954,128.1814,33.08,62,40,5.14,ID,1702352617
563,fort lupton,40.0847,-104.813,6.4,77,94,5.36,US,1702352617
564,ketchikan,55.3422,-131.6461,4.99,87,75,6.17,US,1702352617
565,salalah,17.0151,54.0924,22.05,28,0,4.12,OM,1702352617
566,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-13.1,77,100,2.16,RU,1702352617
567,kirkland lake,48.1446,-80.0377,-7.84,79,71,1.54,CA,1702352617
568,annweiler am trifels,49.2,7.9667,8.95,88,100,1.43,DE,1702352618
569,aquidauana,-20.4711,-55.7872,26.36,63,12,1.62,BR,1702352618
570,khandyga,62.6667,135.6,-33.13,95,100,0.53,RU,1702352618
571,les anglais,18.3054,-74.2197,25.23,85,58,0.97,HT,1702352619
572,hanawa,40.1836,140.7872,2.58,99,100,1.51,JP,1702352619
573,nogliki,51.8333,143.1667,-18.7,83,13,4.02,RU,1702352619
574,fougamou,-1.2154,10.5838,23.23,99,100,1.41,GA,1702352619
575,"laikit, laikit ii (dimembe)",1.4792,124.9735,30.47,66,40,3.09,ID,1702352620
576,aroma,15.8167,36.1333,23.72,61,3,3.76,SD,1702352620
577,al khums,32.6486,14.2619,16.76,58,1,5.12,LY,1702352620
578,chongwe,-15.3292,28.682,21.32,82,97,0.89,ZM,1702352620
579,kapa'a,22.0752,-159.319,26.99,86,40,3.6,US,1702352621
580,phan rang-thap cham,11.5667,108.9833,31.1,51,60,5.18,VN,1702352621
